a_year,a_ref,a_District,a_type,a_veh,a_cas,a_wkday,a_day,a_month,a_hour,a_min,a_gd1,a_gd2,a_ctype,a_speed,a_jdet,a_jcont,a_pedhum,a_pedphys,a_light,a_weat,a_roadsc,a_speccs,a_chaz,a_scene
2017,2754,MIDU,3,3,2,SAT,24,6,13,37,279979,362352,13,30, , , , , , , , , , 
2017,2755,BELC,3,1,1,SAT,24,6,12,37,328270,371061,13,30, , , , , , , , , , 
2017,2756,ANTN,3,2,1,SAT,24,6,15,38,317024,391923,13,60, , , , , , , , , , 
2017,2757,BELC,3,2,1,SAT,24,6,19,30,329108,368759,13,30, , , , , , , , , , 
2017,2758,LISC,2,2,4,SAT,24,6,20,28,315540,361032,13,60,1,1,1,1,2,1,1,1,1,1
2017,2759,MEAN,3,1,1,SAT,24,6,21,28,303330,393858,13,60, , , , , , , , , , 
2017,2760,NEMD,3,2,2,SAT,24,6,21,45,348576,344422,13,30, , , , , , , , , , 
2017,2761,BELC,3,2,1,SUN,25,6,1,56,334211,374327,13,20, , , , , , , , , , 
2017,2762,ARND,2,1,1,SUN,25,6,0,45,349602,380637,13,30,12,7,1,1,7,10,10,1,1,2
2017,2763,ARND,3,2,1,SUN,25,6,10,39,352800,381421,1,30, , , , , , , , , , 
2017,2764,ARND,3,2,5,SUN,25,6,10,15,360847,359461,13,60, , , , , , , , , , 
2017,2765,MIDU,3,2,2,SUN,25,6,16,59,281973,360029,1,60, , , , , , , , , , 
2017,2766,ARBC,3,2,1,SUN,25,6,17,0,291769,353133,13,60, , , , , , , , , , 
2017,2767,BELC,3,2,1,SUN,25,6,19,23,335549,373342,13,20, , , , , , , , , , 
2017,2768,LISC,3,2,1,SUN,25,6,19,20,325045,363792,13,30, , , , , , , , , , 
2017,2769,CCGL,3,2,3,SUN,25,6,19,20,267951,421531,13,30, , , , , , , , , , 
2017,2770,NEMD,3,2,1,SUN,25,6,12,45,327387,333377,13,60, , , , , , , , , , 
2017,2771,ARND,2,2,1,SUN,25,6,21,50,342672,363787,13,30,10,7,1,1,1,1,1,1,1,2
2017,2772,ARND,3,2,1,MON,26,6,8,35,351884,380140,13,30, , , , , , , , , , 
2017,2773,ARND,3,2,1,MON,26,6,9,23,342976,369315,13,60, , , , , , , , , , 
2017,2774,FERO,3,2,1,MON,26,6,10,0,230253,341047,13,30, , , , , , , , , , 
2017,2775,MIDU,3,2,1,FRI,23,6,9,0,279027,366064,13,60, , , , , , , , , , 
2017,2776,CCGL,3,2,1,MON,26,6,11,48,294200,427007,1,60, , , , , , , , , , 
2017,2777,BELC,3,2,1,MON,26,6,12,50,331428,373276,13,30, , , , , , , , , , 
2017,2778,BELC,3,2,1,MON,26,6,13,9,329921,371285,13,30, , , , , , , , , , 
2017,2779,BELC,3,2,1,MON,26,6,14,11,335041,373747,13,30, , , , , , , , , , 
2017,2780,ARBC,3,2,1,MON,26,6,15,10,286708,345133,13,30, , , , , , , , , , 
2017,2781,LISC,3,1,1,THU,22,6,18,15,344135,374010,11,30, , , , , , , , , , 
2017,2782,FERO,3,1,1,MON,26,6,17,34,245084,372642,13,30, , , , , , , , , , 
2017,2783,LISC,3,1,1,MON,26,6,18,4,315645,361496,12,70, , , , , , , , , , 
2017,2784,LISC,3,2,3,MON,26,6,15,10,329060,360493,13,40, , , , , , , , , , 
2017,2785,FERO,3,1,1,MON,26,6,20,15,226845,345503,13,60, , , , , , , , , , 
2017,2786,BELC,3,1,1,MON,26,6,16,40,331398,373237,13,30, , , , , , , , , , 
2017,2787,BELC,3,2,1,MON,26,6,21,59,332269,369649,13,30, , , , , , , , , , 
2017,2788,MIDU,2,3,1,TUE,27,6,8,18,284808,399542,13,60,1,1,1,1,1,10,1,1,1,2
2017,2789,ARND,3,2,1,TUE,27,6,9,20,347204,374724,13,40, , , , , , , , , , 
2017,2790,DCST,3,2,2,TUE,27,6,13,20,240342,386218,13,60, , , , , , , , , , 
2017,2791,BELC,3,2,1,TUE,27,6,13,15,333740,373824,13,30, , , , , , , , , , 
2017,2792,ARBC,3,3,2,TUE,27,6,17,1,311350,348747,13,40, , , , , , , , , , 
2017,2793,ANTN,3,2,1,TUE,27,6,17,10,306715,389328,12,70, , , , , , , , , , 
2017,2794,ANTN,3,2,1,TUE,27,6,17,15,331382,381994,13,30, , , , , , , , , , 
2017,2795,DCST,3,2,1,TUE,27,6,17,30,243688,418239,13,30, , , , , , , , , , 
2017,2796,ANTN,3,1,1,THU,22,6,14,30,332356,381626,13,40, , , , , , , , , , 
2017,2797,ARBC,3,2,3,TUE,27,6,16,15,293800,355593,13,60, , , , , , , , , , 
2017,2798,BELC,2,1,1,MON,26,6,23,0,333540,373912,13,30,6,3,1,11,7,10,10,1,1,2
2017,2799,BELC,3,1,1,TUE,27,6,18,30,331359,373175,13,30, , , , , , , , , , 
2017,2800,BELC,2,3,3,TUE,27,6,18,49,333828,375341,13,30,1,1,1,12,1,1,1,2,1,1
2017,2801,DCST,2,2,4,TUE,27,6,19,26,242119,414971,13,60,12,7,1,1,1,1,1,1,1,1
2017,2802,LISC,3,2,1,TUE,27,6,20,22,326364,362027,13,60, , , , , , , , , , 
2017,2803,BELC,3,4,2,TUE,27,6,20,20,333220,372827,13,30, , , , , , , , , , 
2017,2804,BELC,2,1,1,TUE,27,6,20,32,336667,371283,13,30,12,7,1,1,1,1,1,1,1,1
2017,2805,DCST,3,1,1,TUE,27,6,20,40,241248,419218,13,30, , , , , , , , , , 
2017,2806,ANTN,3,3,2,WED,28,6,8,8,333222,381070,12,70, , , , , , , , , , 
2017,2807,MEAN,3,2,2,WED,28,6,9,5,309511,404284,13,30, , , , , , , , , , 
2017,2808,BELC,3,2,1,TUE,27,6,10,10,331558,375835,13,30, , , , , , , , , , 
2017,2809,CCGL,3,2,1,WED,28,6,10,49,285618,439003,13,30, , , , , , , , , , 
2017,2810,CCGL,3,3,3,WED,28,6,11,22,285331,432805,13,30, , , , , , , , , , 
2017,2811,ANTN,3,2,1,WED,28,6,13,43,320692,391234,13,60, , , , , , , , , , 
2017,2812,NEMD,3,2,1,WED,28,6,13,58,348251,342752,13,60, , , , , , , , , , 
2017,2813,ARND,3,2,1,WED,28,6,13,55,341727,379661,13,60, , , , , , , , , , 
2017,2814,MIDU,3,2,4,WED,28,6,14,0,297898,390429,13,60, , , , , , , , , , 
2017,2815,BELC,3,2,1,WED,28,6,16,19,334049,374842,13,30, , , , , , , , , , 
2017,2816,BELC,3,2,1,WED,28,6,16,25,334050,379560,13,30, , , , , , , , , , 
2017,2817,BELC,3,1,1,WED,28,6,16,30,332838,374786,13,30, , , , , , , , , , 
2017,2818,LISC,3,2,1,WED,14,6,16,15,341602,373162,13,30, , , , , , , , , , 
2017,2819,NEMD,3,2,2,WED,28,6,17,45,321185,328821,13,30, , , , , , , , , , 
2017,2820,NEMD,3,2,1,WED,28,6,18,20,306859,326477,13,60, , , , , , , , , , 
2017,2821,MEAN,3,1,1,WED,28,6,19,5,337982,389333,13,60, , , , , , , , , , 
2017,2822,LISC,3,2,1,WED,28,6,20,5,321791,375220,13,60, , , , , , , , , , 
2017,2823,MIDU,2,1,1,THU,29,6,3,31,289291,379721,13,50,1,1,1,1,6,1,1,1,1,1
2017,2824,BELC,3,2,2,THU,29,6,4,23,331822,374079,13,30, , , , , , , , , , 
2017,2825,ARND,3,1,1,THU,29,6,6,2,355593,379403,13,60, , , , , , , , , , 
2017,2826,ARBC,3,2,1,THU,29,6,8,43,300929,354442,13,30, , , , , , , , , , 
2017,2827,MEAN,3,2,2,THU,29,6,9,4,306177,409023,13,60, , , , , , , , , , 
2017,2828,ARBC,3,2,1,THU,29,6,10,27,299783,352096,13,60, , , , , , , , , , 
2017,2829,MIDU,3,2,1,MON,26,6,12,0,285857,400094,13,60, , , , , , , , , , 
2017,2830,MEAN,2,2,3,THU,29,6,11,30,327559,411974,13,60,10,7,1,1,1,2,2,1,1,1
2017,2831,BELC,3,2,1,THU,29,6,12,22,326965,371043,13,60, , , , , , , , , , 
2017,2832,MEAN,3,1,1,THU,29,6,13,53,337206,390360,13,60, , , , , , , , , , 
2017,2833,ARND,3,2,3,THU,29,6,15,28,341967,362333,13,60, , , , , , , , , , 
2017,2834,MEAN,2,1,1,THU,29,6,15,30,310495,403279,2,30,10,7,1,1,3,10,1,1,1,1
2017,2835,MIDU,3,1,1,THU,29,6,15,35,280553,377490,13,30, , , , , , , , , , 
2017,2836,BELC,3,3,4,THU,29,6,15,35,337280,374764,13,30, , , , , , , , , , 
2017,2837,NEMD,2,2,2,THU,29,6,15,49,338612,325292,13,60,1,1,1,1,2,5,2,1,1,1
2017,2838,FERO,3,2,1,THU,29,6,16,44,228894,341132,13,60, , , , , , , , , , 
2017,2839,ARBC,3,1,1,THU,29,6,16,30,319204,339593,13,60, , , , , , , , , , 
2017,2840,MEAN,3,3,1,THU,29,6,16,55,311892,397056,11,70, , , , , , , , , , 
2017,2841,ANTN,3,2,3,THU,29,6,17,0,319737,377884,1,60, , , , , , , , , , 
2017,2842,MEAN,3,1,1,THU,29,6,17,16,333481,414391,13,60, , , , , , , , , , 
2017,2843,LISC,3,1,3,THU,29,6,17,24,321379,373751,13,60, , , , , , , , , , 
2017,2844,ARBC,3,3,1,THU,29,6,18,10,297818,338801,13,60, , , , , , , , , , 
2017,2845,ARBC,3,2,1,THU,29,6,18,32,308530,345042,13,60, , , , , , , , , , 
2017,2846,ANTN,3,2,1,WED,28,6,18,30,316434,381360,13,60, , , , , , , , , , 
2017,2847,ARBC,3,2,1,THU,29,6,19,0,306762,357234,13,60, , , , , , , , , , 
2017,2848,BELC,3,2,1,THU,29,6,19,47,329229,372808,13,30, , , , , , , , , , 
2017,2849,BELC,3,2,1,THU,29,6,15,59,327703,368186,13,30, , , , , , , , , , 
2017,2850,MIDU,3,2,1,FRI,30,6,7,10,277439,360543,13,40, , , , , , , , , , 
2017,2851,ARBC,3,2,1,FRI,30,6,8,30,309171,345398,13,60, , , , , , , , , , 
2017,2852,BELC,3,2,1,FRI,30,6,9,0,331909,374685,13,30, , , , , , , , , , 
2017,2853,ARND,3,3,1,FRI,30,6,10,10,357714,378086,13,60, , , , , , , , , , 
2017,2854,FERO,3,2,3,FRI,30,6,11,44,220250,361892,13,60, , , , , , , , , , 
2017,2855,FERO,3,2,1,FRI,30,6,11,50,212734,335766,13,60, , , , , , , , , , 
2017,2856,CCGL,3,1,1,FRI,30,6,15,20,271037,407643,13,60, , , , , , , , , , 
2017,2857,BELC,3,2,1,FRI,30,6,15,30,332237,375326,13,30, , , , , , , , , , 
2017,2858,ANTN,3,2,1,FRI,30,6,15,44,324385,386273,14,60, , , , , , , , , , 
2017,2859,ANTN,3,3,2,FRI,30,6,17,0,328714,391448,13,30, , , , , , , , , , 
2017,2860,BELC,2,1,1,FRI,30,6,17,24,335179,373225,13,30,1,1,1,1,1,1,1,1,1,1
2017,2861,MIDU,3,2,1,FRI,30,6,17,34,285433,383152,13,40, , , , , , , , , , 
2017,2862,DCST,3,1,1,FRI,30,6,13,0,244101,416201,13,30, , , , , , , , , , 
2017,2863,NEMD,3,2,2,FRI,30,6,17,46,322148,314884,13,60, , , , , , , , , , 
2017,2864,FERO,2,2,1,FRI,30,6,18,4,224608,344074,13,30,12,7,1,1,3,10,1,1,1,1
2017,2865,ANTN,3,2,2,FRI,30,6,17,15,334518,381273,13,30, , , , , , , , , , 
2017,2866,BELC,2,1,1,FRI,30,6,18,34,333054,377068,13,30,12,7,1,1,1,1,1,1,1,1
2017,2867,NEMD,3,2,1,FRI,30,6,18,30,350471,339432,13,60, , , , , , , , , , 
2017,2868,BELC,3,1,1,FRI,30,6,19,35,333649,373127,13,30, , , , , , , , , , 
2017,2869,MEAN,2,2,1,FRI,30,6,21,26,342059,399121,13,60,12,7,1,1,3,1,1,1,1,2
2017,2870,LISC,3,2,2,FRI,30,6,21,30,330308,357959,13,60, , , , , , , , , , 
2017,2871,DCST,3,1,1,FRI,30,6,21,30,244083,416328,2,30, , , , , , , , , , 
2017,2872,ARND,3,1,1,FRI,30,6,21,0,349875,365842,13,30, , , , , , , , , , 
2017,2873,BELC,3,2,3,SAT,1,7,1,20,335880,373509,13,30, , , , , , , , , , 
2017,2874,BELC,2,2,1,SAT,1,7,11,47,335923,371598,13,30,12,7,1,1,2,1,1,1,1,1
2017,2875,MIDU,3,2,2,SAT,1,7,14,4,263506,357469,13,60, , , , , , , , , , 
2017,2876,ARND,3,2,1,SAT,1,7,14,35,351681,380541,1,40, , , , , , , , , , 
2017,2877,ANTN,3,2,1,SAT,1,7,14,0,330945,385994,13,60, , , , , , , , , , 
2017,2878,BELC,3,1,1,SAT,1,7,15,57,328514,369072,13,30, , , , , , , , , , 
2017,2879,ARND,3,2,2,SAT,1,7,16,10,347959,373933,1,30, , , , , , , , , , 
2017,2880,ANTN,3,2,1,SAT,1,7,16,58,334608,380529,13,30, , , , , , , , , , 
2017,2881,CCGL,3,2,1,SAT,1,7,11,0,282061,437013,13,40, , , , , , , , , , 
2017,2882,BELC,3,2,2,SAT,1,7,19,28,328575,370537,13,30, , , , , , , , , , 
2017,2883,NEMD,3,2,2,SAT,1,7,20,40,334273,336359,13,30, , , , , , , , , , 
2017,2884,LISC,3,1,1,SAT,1,7,20,40,326357,364230,13,30, , , , , , , , , , 
2017,2885,ARBC,3,2,1,SAT,1,7,22,30,302640,355180,13,40, , , , , , , , , , 
2017,2886,MEAN,3,2,1,SUN,2,7,4,37,337474,400984,11,70, , , , , , , , , , 
2017,2887,BELC,3,3,2,SUN,2,7,10,27,334055,375222,2,30, , , , , , , , , , 
2017,2888,ANTN,3,1,1,SUN,2,7,10,45,327656,378464,13,50, , , , , , , , , , 
2017,2889,BELC,2,1,1,SUN,2,7,13,1,329135,370264,13,30,12,7,1,12,1,1,1,1,1,1
2017,2890,DCST,3,2,1,SUN,2,7,14,18,243129,418573,13,30, , , , , , , , , , 
2017,2891,ANTN,3,2,1,SUN,2,7,14,51,330222,381324,13,60, , , , , , , , , , 
2017,2892,MEAN,3,2,2,SUN,2,7,15,0,312559,401018,13,60, , , , , , , , , , 
2017,2893,ARND,3,2,1,SUN,2,7,15,10,349372,374130,13,30, , , , , , , , , , 
2017,2894,LISC,2,2,3,SUN,2,7,16,18,335665,368505,13,30,6,3,1,11,1,1,1,1,1,1
2017,2895,MEAN,3,2,2,SUN,2,7,17,15,308862,402044,13,30, , , , , , , , , , 
2017,2896,DCST,3,2,1,SUN,2,7,18,30,234064,392996,13,30, , , , , , , , , , 
2017,2897,MIDU,2,1,1,SUN,2,7,18,56,279029,362137,13,30,12,7,1,1,1,1,1,1,1,1
2017,2898,ARBC,3,2,1,SUN,2,7,21,49,308824,357917,13,30, , , , , , , , , , 
2017,2899,BELC,3,2,1,SUN,2,7,22,0,331681,377732,13,30, , , , , , , , , , 
2017,2900,MIDU,3,2,1,MON,3,7,7,55,291704,392458,1,60, , , , , , , , , , 
2017,2901,ARND,3,1,1,MON,3,7,11,5,352338,378321,13,60, , , , , , , , , , 
2017,2902,ANTN,3,2,2,MON,3,7,15,6,332341,383155,13,30, , , , , , , , , , 
2017,2903,NEMD,3,2,7,MON,3,7,15,0,291824,315703,13,60, , , , , , , , , , 
2017,2904,BELC,3,1,1,MON,3,7,13,15,333627,374652,13,30, , , , , , , , , , 
2017,2905,MEAN,3,3,1,MON,3,7,16,25,346914,394684,13,40, , , , , , , , , , 
2017,2906,BELC,3,2,2,MON,3,7,16,32,334031,371824,13,30, , , , , , , , , , 
2017,2907,CCGL,3,2,1,MON,3,7,17,20,285178,432525,2,30, , , , , , , , , , 
2017,2908,BELC,3,1,1,MON,3,7,19,7,337698,373985,13,30, , , , , , , , , , 
2017,2909,FERO,3,2,1,MON,3,7,23,2,223643,348166,13,60, , , , , , , , , , 
2017,2910,ARBC,3,2,1,TUE,4,7,7,28,312766,359032,13,40, , , , , , , , , , 
2017,2911,FERO,3,1,1,TUE,4,7,7,45,245615,370681,13,30, , , , , , , , , , 
2017,2912,NEMD,3,1,1,TUE,4,7,9,0,309064,327079,13,30, , , , , , , , , , 
2017,2913,BELC,3,2,2,TUE,4,7,9,0,334355,377747,1,30, , , , , , , , , , 
2017,2914,MEAN,3,1,1,TUE,4,7,9,45,336965,401687,13,30, , , , , , , , , , 
2017,2915,NEMD,3,2,2,TUE,4,7,11,45,351463,351690,13,60, , , , , , , , , , 
2017,2916,BELC,3,1,1,TUE,4,7,11,50,333999,375746,13,30, , , , , , , , , , 
2017,2917,MEAN,3,2,2,TUE,4,7,12,0,338743,385725,11,50, , , , , , , , , , 
2017,2918,BELC,3,2,1,TUE,4,7,14,12,329453,371267,13,30, , , , , , , , , , 
2017,2919,LISC,3,2,1,TUE,4,7,15,20,327881,363475,13,30, , , , , , , , , , 
2017,2920,MIDU,3,3,3,TUE,4,7,15,37,285622,369716,13,60, , , , , , , , , , 
2017,2921,BELC,3,2,1,TUE,4,7,16,45,333349,375206,1,30, , , , , , , , , , 
2017,2922,FERO,3,2,1,TUE,4,7,17,22,237024,353333,13,60, , , , , , , , , , 
2017,2923,MIDU,2,2,2,TUE,4,7,17,49,286530,367942,13,60,1,1,1,1,2,1,1,1,1,1
2017,2924,ARBC,3,1,1,TUE,4,7,17,20,312545,345831,13,30, , , , , , , , , , 
2017,2925,CCGL,3,2,3,TUE,4,7,17,53,289278,422064,13,40, , , , , , , , , , 
2017,2926,BELC,3,2,1,TUE,4,7,17,5,336077,371923,13,30, , , , , , , , , , 
2017,2927,BELC,3,2,1,TUE,4,7,17,19,333426,373643,13,30, , , , , , , , , , 
2017,2928,ARND,3,2,1,TUE,4,7,21,58,340712,379599,11,40, , , , , , , , , , 
2017,2929,NEMD,3,1,4,WED,5,7,2,40,294101,319283,13,60, , , , , , , , , , 
2017,2930,BELC,3,3,1,WED,5,7,7,48,333308,372933,13,30, , , , , , , , , , 
2017,2931,LISC,3,1,1,WED,5,7,11,8,326288,364208,13,30, , , , , , , , , , 
2017,2932,NEMD,3,2,1,WED,5,7,12,25,330986,314773,13,30, , , , , , , , , , 
2017,2933,MIDU,3,2,2,WED,5,7,15,0,285903,383636,13,30, , , , , , , , , , 
2017,2934,MIDU,3,2,1,WED,5,7,15,35,288659,405219,13,60, , , , , , , , , , 
2017,2935,FERO,3,2,1,WED,5,7,16,32,218063,363750,13,30, , , , , , , , , , 
2017,2936,ANTN,3,2,1,WED,5,7,17,45,330919,384575,1,30, , , , , , , , , , 
2017,2937,CCGL,2,3,4,WED,5,7,18,25,310234,439766,13,60,10,7,1,1,2,1,1,1,1,1
2017,2938,CCGL,2,2,1,WED,5,7,19,32,275496,435458,13,60,12,7,1,1,2,1,1,1,1,2
2017,2939,ANTN,2,2,1,WED,5,7,19,30,318464,388355,13,60,1,1,1,1,2,1,1,1,1,1
2017,2940,MEAN,3,1,1,WED,5,7,20,6,340340,403191,13,60, , , , , , , , , , 
2017,2941,MIDU,3,2,1,WED,5,7,20,49,286140,384003,13,30, , , , , , , , , , 
2017,2942,MEAN,3,1,1,WED,5,7,23,24,341059,395344,13,60, , , , , , , , , , 
2017,2943,MEAN,3,1,2,THU,6,7,6,21,310651,402730,13,30, , , , , , , , , , 
2017,2944,MEAN,3,1,1,THU,6,7,8,0,310267,403125,13,30, , , , , , , , , , 
2017,2945,CCGL,3,2,2,THU,6,7,9,10,263377,403441,13,60, , , , , , , , , , 
2017,2946,DCST,3,2,1,THU,6,7,11,0,246202,418328,13,50, , , , , , , , , , 
2017,2947,FERO,3,2,3,WED,28,6,15,59,217517,365135,13,60, , , , , , , , , , 
2017,2948,NEMD,3,2,1,THU,6,7,13,22,349474,346079,13,60, , , , , , , , , , 
2017,2949,NEMD,3,1,2,THU,6,7,13,57,349450,341989,13,60, , , , , , , , , , 
2017,2950,BELC,3,1,1,WED,5,7,11,50,329831,372943,13,20, , , , , , , , , , 
2017,2951,DCST,3,1,1,THU,6,7,15,30,243063,417025,13,30, , , , , , , , , , 
2017,2952,ARBC,3,1,1,THU,6,7,15,35,312943,345695,13,30, , , , , , , , , , 
2017,2953,MEAN,3,2,2,THU,6,7,17,23,309370,400106,13,60, , , , , , , , , , 
2017,2954,BELC,3,2,2,THU,6,7,17,23,333173,374243,11,50, , , , , , , , , , 
2017,2955,NEMD,1,3,2,THU,6,7,17,55,340756,360354,13,60,1,1,1,1,2,1,1,1,1,1
2017,2956,NEMD,3,1,1,THU,6,7,18,30,334359,335568,13,40, , , , , , , , , , 
2017,2957,MIDU,2,1,4,THU,6,7,18,41,289313,396599,13,60,1,1,1,1,3,10,1,1,1,1
2017,2958,BELC,2,2,1,THU,6,7,19,10,334123,373522,13,30,12,3,1,11,1,1,1,1,1,1
2017,2959,NEMD,3,2,1,THU,6,7,21,4,337464,351476,13,60, , , , , , , , , , 
2017,2960,ANTN,3,2,1,FRI,7,7,5,15,309859,389596,14,60, , , , , , , , , , 
2017,2961,ANTN,3,2,2,FRI,7,7,10,25,329927,391453,13,60, , , , , , , , , , 
2017,2962,CCGL,3,2,3,FRI,7,7,10,45,303501,436337,13,60, , , , , , , , , , 
2017,2963,NEMD,3,1,2,FRI,7,7,12,41,344556,336990,13,60, , , , , , , , , , 
2017,2964,ARBC,3,1,2,WED,5,7,1,45,307988,355416,13,60, , , , , , , , , , 
2017,2965,BELC,3,4,1,FRI,7,7,13,25,331279,373048,1,30, , , , , , , , , , 
2017,2966,ANTN,2,2,2,FRI,7,7,13,45,334424,386074,13,60,1,1,1,1,2,2,2,1,1,1
2017,2967,BELC,2,2,1,THU,6,7,11,40,331426,375964,13,30,12,4,1,1,3,1,1,1,1,2
2017,2968,BELC,3,2,1,THU,6,7,17,40,328594,369594,13,30, , , , , , , , , , 
2017,2969,ARND,3,2,1,FRI,7,7,16,50,350031,379982,11,30, , , , , , , , , , 
2017,2970,CCGL,2,4,6,FRI,7,7,17,53,283378,429700,13,60,2,7,1,1,1,1,1,1,1,1
2017,2971,LISC,3,2,2,FRI,7,7,17,15,326518,363899,13,30, , , , , , , , , , 
2017,2972,MIDU,3,2,1,FRI,7,7,18,44,286580,378314,13,60, , , , , , , , , , 
2017,2973,FERO,2,1,1,FRI,7,7,22,44,246791,377681,13,60,10,7,1,1,6,1,1,1,1,1
2017,2974,ANTN,3,4,1,SAT,8,7,1,55,330596,388602,13,40, , , , , , , , , , 
2017,2975,DCST,3,1,1,SAT,8,7,3,4,252281,416455,13,60, , , , , , , , , , 
2017,2976,MIDU,3,2,1,SAT,8,7,6,53,280456,364452,13,40, , , , , , , , , , 
2017,2977,CCGL,3,2,5,SAT,8,7,11,0,292150,432393,13,60, , , , , , , , , , 
2017,2978,MIDU,3,2,2,SAT,8,7,11,16,281061,375378,13,60, , , , , , , , , , 
2017,2979,DCST,3,2,1,SAT,8,7,13,8,243144,417452,13,30, , , , , , , , , , 
2017,2980,FERO,3,2,2,SAT,8,7,13,19,223608,335375,13,60, , , , , , , , , , 
2017,2981,BELC,3,2,1,SAT,8,7,13,29,330800,367710,13,60, , , , , , , , , , 
2017,2982,MEAN,2,2,2,SAT,8,7,14,45,304911,402319,13,30,1,1,1,1,1,1,1,1,1,1
2017,2983,CCGL,2,2,2,SAT,8,7,15,55,301860,429144,13,60,6,7,1,1,2,1,1,1,1,1
2017,2984,ARBC,3,2,3,SAT,8,7,14,30,287363,344822,14,30, , , , , , , , , , 
2017,2985,ARBC,3,1,2,SAT,8,7,15,30,322509,353200,13,60, , , , , , , , , , 
2017,2986,CCGL,3,2,1,SAT,8,7,18,22,282818,436589,13,30, , , , , , , , , , 
2017,2987,BELC,2,1,1,SAT,8,7,19,30,331971,371024,13,30,10,7,1,1,1,1,1,1,1,1
2017,2988,DCST,3,1,1,SAT,8,7,19,30,247748,421570,13,50, , , , , , , , , , 
2017,2989,ARBC,3,2,1,SAT,8,7,12,30,320085,333568,13,30, , , , , , , , , , 
2017,2990,MEAN,3,1,1,SAT,8,7,19,53,308287,407034,11,70, , , , , , , , , , 
2017,2991,ARBC,3,2,1,SAT,8,7,21,15,307893,357750,13,30, , , , , , , , , , 
2017,2992,BELC,3,2,1,SAT,8,7,21,34,332742,377699,13,30, , , , , , , , , , 
2017,2993,BELC,3,2,2,SAT,8,7,23,31,337367,374043,13,30, , , , , , , , , , 
2017,2994,CCGL,3,2,2,SUN,9,7,0,11,286112,439777,13,30, , , , , , , , , , 
2017,2995,NEMD,3,2,1,SUN,9,7,2,19,350867,358853,13,60, , , , , , , , , , 
2017,2996,NEMD,3,1,1,SUN,9,7,10,50,337916,331550,13,30, , , , , , , , , , 
2017,2997,NEMD,3,2,1,SUN,9,7,11,52,351151,358475,13,60, , , , , , , , , , 
2017,2998,BELC,3,2,1,SUN,9,7,14,29,332228,372676,13,30, , , , , , , , , , 
2017,2999,LISC,3,2,1,SUN,9,7,16,33,325606,362123,11,60, , , , , , , , , , 
2017,3000,FERO,3,2,1,SUN,9,7,17,30,244301,372338,13,30, , , , , , , , , , 
2017,3001,NEMD,2,1,1,SUN,9,7,17,40,305242,329218,13,40,1,1,1,1,2,1,1,1,1,1
2017,3002,MIDU,3,1,1,SUN,9,7,18,0,244259,348172,13,30, , , , , , , , , , 
2017,3003,BELC,3,2,1,SUN,9,7,19,0,329670,369686,14,30, , , , , , , , , , 
2017,3004,LISC,3,1,1,SUN,9,7,19,45,324669,367246,13,60, , , , , , , , , , 
2017,3005,NEMD,3,2,1,SUN,9,7,20,14,301530,334582,13,60, , , , , , , , , , 
2017,3006,NEMD,3,2,4,SUN,9,7,20,44,343337,336785,13,30, , , , , , , , , , 
2017,3007,DCST,3,2,1,TUE,4,7,15,35,246240,418141,11,60, , , , , , , , , , 
2017,3008,BELC,3,2,1,SUN,9,7,20,45,337198,374660,13,30, , , , , , , , , , 
2017,3009,ARND,3,2,1,SUN,9,7,23,30,349010,374401,13,30, , , , , , , , , , 
2017,3010,ARBC,3,1,1,MON,10,7,0,15,308780,349335,13,60, , , , , , , , , , 
2017,3011,NEMD,3,1,1,MON,10,7,0,26,307873,328551,13,30, , , , , , , , , , 
2017,3012,MIDU,3,2,5,MON,10,7,2,20,279645,376999,13,60, , , , , , , , , , 
2017,3013,NEMD,3,1,1,MON,10,7,2,22,340626,348052,13,60, , , , , , , , , , 
2017,3014,ARBC,3,1,2,MON,10,7,3,30,303808,346029,13,30, , , , , , , , , , 
2017,3015,ANTN,3,2,1,MON,10,7,9,24,329793,382694,13,30, , , , , , , , , , 
2017,3016,ARBC,3,2,1,FRI,7,7,17,20,304660,356658,13,60, , , , , , , , , , 
2017,3017,ARND,3,1,1,MON,10,7,18,50,357037,382120,13,40, , , , , , , , , , 
2017,3018,ARBC,3,2,1,MON,10,7,18,30,312339,345323,13,30, , , , , , , , , , 
2017,3019,ARBC,3,2,1,TUE,11,7,7,50,303547,354812,13,30, , , , , , , , , , 
2017,3020,DCST,1,1,1,TUE,11,7,10,31,242861,416648,13,30,12,7,1,1,1,1,1,1,1,1
2017,3021,DCST,3,2,2,TUE,11,7,12,15,234049,397115,13,30, , , , , , , , , , 
2017,3022,ARND,1,5,4,TUE,11,7,13,55,350234,378278,11,70,1,1,1,1,3,1,1,1,1,1
2017,3023,CCGL,3,2,1,TUE,11,7,14,38,268198,423416,13,30, , , , , , , , , , 
2017,3024,DCST,3,2,1,TUE,11,7,14,54,243118,417294,13,30, , , , , , , , , , 
2017,3025,ARND,3,2,4,TUE,11,7,15,15,343859,376893,13,50, , , , , , , , , , 
2017,3026,BELC,3,2,5,TUE,11,7,14,45,335246,370107,11,30, , , , , , , , , , 
2017,3027,BELC,3,2,1,TUE,11,7,16,10,334337,377726,1,30, , , , , , , , , , 
2017,3028,ARND,3,5,7,TUE,11,7,17,28,344266,381029,13,50, , , , , , , , , , 
